Transaction Date,Customer ID,Description,Stock Code,Invoice No,Quantity,Sales,Unit Price
2/2/2021 13:35,,Indoor Pet Camera,22502,543013,1,49.74,49.74
2/2/2021 13:35,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543013,1,64.74,64.74
2/2/2021 13:35,,Rechargeable Pet Nail Grinder,22960,543013,1,49.74,49.74
2/2/2021 13:35,,Sheba Perfect Portions Pat Wet Cat Food,22197,543013,1,9.78,9.78
2/2/2021 13:35,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543013,1,149.76,149.76
2/2/2021 13:46,14188,Earth Rated Dog Poop Bags,85099B,543015,4,46.8,11.7
2/2/2021 13:46,14188,Pet Grooming Brush,20725,543015,2,19.8,9.9
2/2/2021 13:57,18017,Earth Rated Dog Poop Bags,85099B,543016,17,168.3,9.9
2/2/2021 14:25,17912,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543019,1,76.5,76.5
2/2/2021 14:29,15005,Dog and Puppy Pads,85123A,543020,1,17.7,17.7
2/2/2021 14:29,15005,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543020,1,11.7,11.7
2/2/2021 14:29,15005,NexGard Chew for Dogs,82484,543020,1,38.7,38.7
2/2/2021 14:29,15005,UltraSound Dog Barking Deterrent,22720,543020,1,29.7,29.7
2/2/2021 14:36,15421,Indoor Pet Camera,22502,543021,1,35.7,35.7
2/2/2021 14:36,15421,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543021,2,23.4,11.7
2/2/2021 14:37,16771,Dog and Puppy Pads,85123A,543022,1,17.7,17.7
2/2/2021 14:37,16771,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543022,1,76.5,76.5
2/2/2021 14:38,15270,Dog and Puppy Pads,85123A,543023,2,35.4,17.7
2/2/2021 14:39,13777,Dog and Puppy Pads,85123A,543024,4,61.2,15.3
2/2/2021 14:39,13777,Earth Rated Dog Poop Bags,85099B,543024,6,59.4,9.9
2/2/2021 15:09,14443,Dog and Puppy Pads,85123A,543028,1,17.7,17.7
2/2/2021 15:13,13576,Canned Cat Food,21137,543029,12,244.08,20.34
2/2/2021 15:26,14798,Dog and Puppy Pads,85123A,543031,1,17.7,17.7
2/2/2021 15:39,12990,Earth Rated Dog Poop Bags,85099B,543032,5,58.5,11.7
2/2/2021 15:48,17841,Canned Cat Food,21137,543033,1,22.5,22.5
2/2/2021 15:48,17841,ProBiotic Supplements for Dogs,79321,543033,4,102,25.5
2/2/2021 15:48,17841,UltraSound Dog Barking Deterrent,22720,543033,1,29.7,29.7
2/2/2021 15:57,17223,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543036,1,76.5,76.5
2/2/2021 17:06,17337,Canned Cat Food,21137,543040,1,22.5,22.5
2/2/2021 17:06,17337,Dog and Puppy Pads,85123A,543040,1,17.7,17.7
2/2/2021 17:06,17337,Pet Grooming Brush,20725,543040,1,9.9,9.9
2/2/2021 17:06,17337,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543040,1,76.5,76.5
2/3/2021 8:18,17071,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543044,1,27.9,27.9
2/3/2021 8:18,17071,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543044,2,23.4,11.7
2/3/2021 9:04,14309,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543045,1,76.5,76.5
2/3/2021 9:42,16210,Canned Cat Food,21137,543047,80,1627.2,20.34
2/3/2021 9:42,16210,Dog and Puppy Pads,85123A,543047,1,17.7,17.7
2/3/2021 9:58,12600,Pet Odor Eliminator,84879,543048,2,20.28,10.14
2/3/2021 10:26,17362,Dog and Puppy Pads,85123A,543053,1,17.7,17.7
2/3/2021 10:41,12502,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543055,1,76.5,76.5
2/3/2021 10:47,12471,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543056,6,394.2,65.7
2/3/2021 10:47,12471,UltraSound Dog Barking Deterrent,22720,543056,2,59.4,29.7
2/3/2021 11:28,16030,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543094,1,27.9,27.9
2/3/2021 11:28,16030,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543094,1,11.7,11.7
2/3/2021 11:39,14044,Pet Grooming Brush,20725,543096,1,9.9,9.9
2/3/2021 11:39,14044,UltraSound Dog Barking Deterrent,22720,543096,1,29.7,29.7
2/3/2021 11:41,,Dog and Puppy Pads,85123A,543097,1,34.74,34.74
2/3/2021 11:41,,Indoor Pet Camera,22502,543097,1,49.74,49.74
2/3/2021 11:41,,Rechargeable Pet Nail Grinder,22960,543097,1,49.74,49.74
2/3/2021 11:41,,UltraSound Dog Barking Deterrent,22720,543097,1,64.74,64.74
2/3/2021 12:00,16684,Earth Rated Dog Poop Bags,85099B,543099,17,168.3,9.9
2/3/2021 12:00,16684,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543099,3,197.1,65.7
2/3/2021 12:12,15658,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543106,1,76.5,76.5
2/3/2021 12:37,14085,Dog and Puppy Pads,85123A,543108,1,17.7,17.7
2/3/2021 12:37,14085,Pet Odor Eliminator,84879,543108,2,20.28,10.14
2/3/2021 12:44,15719,Dog and Puppy Pads,85123A,543111,1,17.7,17.7
2/3/2021 12:44,15719,Earth Rated Dog Poop Bags,85099B,543111,3,35.1,11.7
2/3/2021 12:44,15719,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543111,1,11.7,11.7
2/3/2021 12:44,15719,Pet Grooming Brush,20725,543111,1,9.9,9.9
2/3/2021 12:44,15719,Pet Odor Eliminator,84879,543111,2,20.28,10.14
2/3/2021 12:59,14133,Rechargeable Pet Nail Grinder,22960,,0,0,25.5
2/3/2021 13:06,13047,Rechargeable Pet Nail Grinder,22960,543113,1,25.5,25.5
2/3/2021 13:06,13047,UltraSound Dog Barking Deterrent,22720,543113,1,29.7,29.7
2/3/2021 13:26,14156,Dog and Puppy Pads,85123A,543114,6,91.8,15.3
2/3/2021 13:26,14156,UltraSound Dog Barking Deterrent,22720,543114,1,29.7,29.7
2/3/2021 13:29,17672,Indoor Pet Camera,22502,543116,1,35.7,35.7
2/3/2021 13:29,17672,Rechargeable Pet Nail Grinder,22960,543116,2,45,22.5
2/3/2021 14:08,18178,Dog and Puppy Pads,85123A,543123,1,17.7,17.7
2/3/2021 14:08,18178,Earth Rated Dog Poop Bags,85099B,543123,2,23.4,11.7
2/3/2021 14:08,18178,Pet Grooming Brush,20725,543123,2,19.8,9.9
2/3/2021 14:41,13581,Dog and Puppy Pads,85123A,543126,1,17.7,17.7
2/3/2021 14:51,16748,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543127,4,46.8,11.7
2/3/2021 15:02,14540,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543129,1,76.5,76.5
2/3/2021 15:17,16997,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543130,2,23.4,11.7
2/3/2021 18:08,17507,Indoor Pet Camera,22502,543162,1,35.7,35.7
2/3/2021 18:08,17507,UltraSound Dog Barking Deterrent,22720,543162,1,29.7,29.7
2/3/2021 18:45,16353,ProBiotic Supplements for Dogs,79321,543163,4,118.8,29.7
2/3/2021 19:58,13230,Dog and Puppy Pads,85123A,543165,1,17.7,17.7
2/4/2021 8:27,13488,Dog and Puppy Pads,85123A,543166,1,17.7,17.7
2/4/2021 8:27,13488,Pet Grooming Brush,20725,543166,2,19.8,9.9
2/4/2021 9:11,,Earth Rated Dog Poop Bags,85099B,543171,1,24.78,24.78
2/4/2021 9:11,,Earth Rated Dog Poop Bags,85099B,543172,1,24.78,24.78
2/4/2021 9:11,,Indoor Pet Camera,22502,543171,1,49.74,49.74
2/4/2021 9:11,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543172,1,24.78,24.78
2/4/2021 9:11,,Pet Grooming Brush,20725,543171,1,29.76,29.76
2/4/2021 9:11,,Pet Grooming Brush,20725,543172,1,29.76,29.76
2/4/2021 9:11,,ProBiotic Supplements for Dogs,79321,543172,1,64.74,64.74
2/4/2021 9:11,,Sheba Perfect Portions Pat Wet Cat Food,22197,543171,4,39.12,9.78
2/4/2021 9:11,,Sheba Perfect Portions Pat Wet Cat Food,22197,543172,1,9.78,9.78
2/4/2021 9:30,13871,Pet Grooming Brush,20725,543173,2,19.8,9.9
2/4/2021 9:30,13871,Rechargeable Pet Nail Grinder,22960,543173,1,25.5,25.5
2/4/2021 9:30,13871,UltraSound Dog Barking Deterrent,22720,543173,1,29.7,29.7
2/4/2021 9:34,16938,Dog and Puppy Pads,85123A,543174,2,35.4,17.7
2/4/2021 10:38,12410,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543180,1,76.5,76.5
2/4/2021 10:40,,Earth Rated Dog Poop Bags,85099B,543182,1,24.78,24.78
2/4/2021 10:40,,Pet Grooming Brush,20725,543182,1,24.78,24.78
2/4/2021 10:40,,Sheba Perfect Portions Pat Wet Cat Food,22197,543182,2,19.56,9.78
2/4/2021 10:40,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543182,1,149.76,149.76
2/4/2021 10:40,,UltraSound Dog Barking Deterrent,22720,543182,1,64.74,64.74
2/4/2021 11:13,14560,UltraSound Dog Barking Deterrent,22720,543183,1,29.7,29.7
2/4/2021 11:43,14778,Dog and Puppy Pads,85123A,543187,1,17.7,17.7
2/4/2021 11:43,14778,Rechargeable Pet Nail Grinder,22960,543187,2,45,22.5
2/4/2021 11:43,14778,UltraSound Dog Barking Deterrent,22720,543187,1,29.7,29.7
2/4/2021 11:45,12567,Pet Grooming Brush,20725,543188,2,19.8,9.9
2/4/2021 11:45,12567,Rechargeable Pet Nail Grinder,22960,543188,1,25.5,25.5
2/4/2021 11:45,12567,UltraSound Dog Barking Deterrent,22720,543188,1,29.7,29.7
2/4/2021 11:52,17226,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543190,1,76.5,76.5
2/4/2021 12:18,13725,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543193,1,76.5,76.5
2/4/2021 12:18,13725,UltraSound Dog Barking Deterrent,22720,543193,1,29.7,29.7
2/4/2021 12:29,13113,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0,65.7
2/4/2021 12:29,13309,Pet Grooming Brush,20725,543196,2,19.8,9.9
2/4/2021 12:40,13102,Canned Cat Food,21137,543199,1,22.5,22.5
2/4/2021 12:40,13102,Dog and Puppy Pads,85123A,543199,2,35.4,17.7
2/4/2021 13:03,,Earth Rated Dog Poop Bags,85099B,543200,1,24.78,24.78
2/4/2021 13:03,,Earth Rated Dog Poop Bags,85099B,543201,1,24.78,24.78
2/4/2021 13:03,,Indoor Pet Camera,22502,543200,1,49.74,49.74
2/4/2021 13:03,,Indoor Pet Camera,22502,543201,1,49.74,49.74
2/4/2021 13:03,,Pet Grooming Brush,20725,543200,1,29.76,29.76
2/4/2021 13:03,,Pet Grooming Brush,20725,543201,1,29.76,29.76
2/4/2021 13:19,12779,UltraSound Dog Barking Deterrent,22720,543214,4,102,25.5
2/4/2021 13:28,13113,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543232,9,224.1,24.9
2/4/2021 13:28,13113,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543232,3,197.1,65.7
2/4/2021 13:30,14462,Pet Odor Eliminator,84879,543235,2,20.28,10.14
2/4/2021 13:39,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543237,2,129.48,64.74
2/4/2021 13:39,,ProBiotic Supplements for Dogs,79321,543237,3,194.22,64.74
2/4/2021 13:47,14462,UltraSound Dog Barking Deterrent,22720,543240,1,29.7,29.7
2/4/2021 14:08,16725,Earth Rated Dog Poop Bags,85099B,543245,1,11.7,11.7
2/4/2021 14:14,17315,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543246,1,29.7,29.7
2/4/2021 14:23,16029,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543247,17,168.3,9.9
2/4/2021 14:46,13911,Rechargeable Pet Nail Grinder,22960,543250,1,25.5,25.5
2/4/2021 14:51,14194,Dog and Puppy Pads,85123A,543251,1,17.7,17.7
2/4/2021 14:51,14194,Earth Rated Dog Poop Bags,85099B,543251,2,23.4,11.7
2/4/2021 14:51,14194,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543251,1,76.5,76.5
2/4/2021 14:51,14194,UltraSound Dog Barking Deterrent,22720,543251,1,29.7,29.7
2/4/2021 14:58,17685,ProBiotic Supplements for Dogs,79321,543252,4,118.8,29.7
2/4/2021 15:43,13050,NexGard Chew for Dogs,82484,543255,1,47.7,47.7
2/6/2021 11:11,14810,Dog and Puppy Pads,85123A,543272,1,17.7,17.7
2/6/2021 11:29,16456,Earth Rated Dog Poop Bags,85099B,543273,5,58.5,11.7
2/6/2021 11:29,16456,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543273,4,46.8,11.7
2/6/2021 11:29,16456,Pet Odor Eliminator,84879,543273,1,10.14,10.14
2/6/2021 11:29,16456,UltraSound Dog Barking Deterrent,22720,543273,1,29.7,29.7
2/6/2021 12:48,17392,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543274,1,29.7,29.7
2/6/2021 13:57,16525,Dog and Puppy Pads,85123A,543276,6,91.8,15.3
2/6/2021 14:33,15808,Earth Rated Dog Poop Bags,85099B,543277,4,46.8,11.7
2/6/2021 14:33,15808,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543277,2,59.4,29.7
2/6/2021 14:33,15808,Rechargeable Pet Nail Grinder,22960,543277,1,25.5,25.5
2/6/2021 14:33,15808,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543277,1,76.5,76.5
2/6/2021 14:33,15808,UltraSound Dog Barking Deterrent,22720,543277,1,29.7,29.7
2/6/2021 14:46,17105,Earth Rated Dog Poop Bags,85099B,543279,1,11.7,11.7
2/6/2021 14:56,14438,Earth Rated Dog Poop Bags,85099B,543280,2,23.4,11.7
2/6/2021 14:56,14438,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543280,2,23.4,11.7
2/6/2021 16:08,12956,Dog and Puppy Pads,85123A,543282,1,17.7,17.7
2/6/2021 16:08,12956,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543282,1,29.7,29.7
2/6/2021 16:08,12956,NexGard Chew for Dogs,82484,543282,1,47.7,47.7
2/6/2021 16:08,12956,Pet Odor Eliminator,84879,543282,2,20.28,10.14
2/7/2021 9:15,15781,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543283,1,76.5,76.5
2/7/2021 9:48,14600,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543285,1,29.7,29.7
2/7/2021 9:48,14600,NexGard Chew for Dogs,82484,543285,1,47.7,47.7
2/7/2021 9:48,14600,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543285,1,76.5,76.5
2/7/2021 9:50,14952,Rechargeable Pet Nail Grinder,22960,543286,4,90,22.5
2/7/2021 9:50,14952,UltraSound Dog Barking Deterrent,22720,543286,4,102,25.5
2/7/2021 10:14,17302,UltraSound Dog Barking Deterrent,22720,543288,1,29.7,29.7
2/7/2021 11:15,14534,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543292,1,29.7,29.7
2/7/2021 11:15,14534,UltraSound Dog Barking Deterrent,22720,543292,1,29.7,29.7
2/7/2021 11:20,17613,Dog and Puppy Pads,85123A,543293,1,17.7,17.7
2/7/2021 11:20,17613,Pet Odor Eliminator,84879,543293,2,20.28,10.14
2/7/2021 11:42,13334,Dog and Puppy Pads,85123A,543300,6,91.8,15.3
2/7/2021 11:42,13334,Earth Rated Dog Poop Bags,85099B,543300,2,23.4,11.7
2/7/2021 11:42,13334,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543300,1,29.7,29.7
2/7/2021 11:56,16686,Pet Grooming Brush,20725,543306,1,9.9,9.9
2/7/2021 12:05,18118,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543309,1,11.7,11.7
2/7/2021 12:05,18118,Sheba Perfect Portions Pat Wet Cat Food,22197,543309,3,15.3,5.1
2/7/2021 12:24,13955,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543332,1,76.5,76.5
2/7/2021 12:29,,Dog and Puppy Pads,85123A,543345,1,34.74,34.74
2/7/2021 12:29,,Indoor Pet Camera,22502,543345,1,49.74,49.74
2/7/2021 12:29,,Rechargeable Pet Nail Grinder,22960,543345,1,49.74,49.74
2/7/2021 12:29,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543345,1,76.5,76.5
2/7/2021 12:29,,UltraSound Dog Barking Deterrent,22720,543345,1,64.74,64.74
2/7/2021 12:44,12472,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0,76.5
2/7/2021 13:13,17774,UltraSound Dog Barking Deterrent,22720,543349,1,29.7,29.7
2/7/2021 13:15,13809,Dog and Puppy Pads,85123A,543350,2,35.4,17.7
2/7/2021 13:15,13809,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543350,1,76.5,76.5
2/7/2021 13:50,13458,ProBiotic Supplements for Dogs,79321,543354,2,69,34.5
2/7/2021 13:50,13458,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543354,1,76.5,76.5
2/7/2021 13:59,12388,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543357,1,29.7,29.7
2/7/2021 13:59,12388,Rechargeable Pet Nail Grinder,22960,543357,1,25.5,25.5
2/7/2021 13:59,12388,UltraSound Dog Barking Deterrent,22720,543357,1,29.7,29.7
2/7/2021 14:04,,Dog and Puppy Pads,85123A,543358,1,34.74,34.74
2/7/2021 14:04,,UltraSound Dog Barking Deterrent,22720,543358,1,64.74,64.74
2/7/2021 14:33,18225,Dog and Puppy Pads,85123A,543367,2,35.4,17.7
2/7/2021 14:33,18225,Earth Rated Dog Poop Bags,85099B,543367,4,46.8,11.7
2/7/2021 14:33,18225,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543367,2,23.4,11.7
2/7/2021 14:33,18225,Pet Grooming Brush,20725,543367,2,19.8,9.9
2/7/2021 14:49,16255,ProBiotic Supplements for Dogs,79321,543369,1,34.5,34.5
2/7/2021 14:49,16255,UltraSound Dog Barking Deterrent,22720,543369,1,29.7,29.7
2/7/2021 14:51,12359,Indoor Pet Camera,22502,543370,1,35.7,35.7
2/7/2021 14:51,12359,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543370,1,27.9,27.9
2/7/2021 14:51,12359,Rechargeable Pet Nail Grinder,22960,543370,1,25.5,25.5
2/7/2021 14:53,14048,Dog and Puppy Pads,85123A,543371,2,35.4,17.7
2/7/2021 15:04,16945,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543373,2,23.4,11.7
2/7/2021 15:05,16945,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543374,2,23.4,11.7
2/7/2021 15:05,16945,Pet Grooming Brush,20725,543374,2,19.8,9.9
2/7/2021 15:37,18102,NexGard Chew for Dogs,82484,543379,34,973.08,28.62
2/8/2021 10:12,14475,Dog and Puppy Pads,85123A,543391,1,17.7,17.7
2/8/2021 10:12,14475,Earth Rated Dog Poop Bags,85099B,543391,2,23.4,11.7
2/8/2021 10:12,14475,Pet Grooming Brush,20725,543391,2,19.8,9.9
2/8/2021 10:17,15797,Dog and Puppy Pads,85123A,543394,16,244.8,15.3
2/8/2021 10:47,16458,Dog and Puppy Pads,85123A,543398,1,17.7,17.7
2/8/2021 10:47,16458,Earth Rated Dog Poop Bags,85099B,543398,4,46.8,11.7
2/8/2021 11:07,,Indoor Pet Camera,22502,543399,1,49.74,49.74
2/8/2021 11:07,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543399,1,64.74,64.74
2/8/2021 11:07,,NexGard Chew for Dogs,82484,543399,1,99.78,99.78
2/8/2021 11:07,,Pet Odor Eliminator,84879,543399,2,37.44,18.72
2/8/2021 11:07,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543399,1,149.76,149.76
2/8/2021 11:07,,UltraSound Dog Barking Deterrent,22720,543399,1,64.74,64.74
2/8/2021 11:27,14688,Sheba Perfect Portions Pat Wet Cat Food,22197,543400,2,10.2,5.1
2/8/2021 11:32,13098,Dog and Puppy Pads,85123A,543413,6,91.8,15.3
2/8/2021 11:36,17787,Dog and Puppy Pads,85123A,543428,1,17.7,17.7
2/8/2021 12:01,16265,Rechargeable Pet Nail Grinder,22960,543447,1,25.5,25.5
2/8/2021 12:12,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543448,1,64.74,64.74
2/8/2021 12:12,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543450,1,24.78,24.78
2/8/2021 12:12,,Pet Grooming Brush,20725,543450,1,29.76,29.76
2/8/2021 12:12,,ProBiotic Supplements for Dogs,79321,543448,2,149.52,74.76
2/8/2021 12:12,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543448,2,299.52,149.76
2/8/2021 12:13,,Earth Rated Dog Poop Bags,85099B,543451,1,24.78,24.78
2/8/2021 12:13,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543451,1,24.78,24.78
2/8/2021 12:13,,Pet Grooming Brush,20725,543451,1,29.76,29.76
2/8/2021 12:13,,Sheba Perfect Portions Pat Wet Cat Food,22197,543451,1,9.78,9.78
2/8/2021 12:20,14527,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543454,1,29.7,29.7
2/8/2021 12:20,14527,NexGard Chew for Dogs,82484,543454,1,47.7,47.7
2/8/2021 12:20,14527,ProBiotic Supplements for Dogs,79321,543454,1,34.5,34.5
2/8/2021 13:28,14587,Pet Grooming Brush,20725,543458,1,9.9,9.9
2/8/2021 13:35,,Earth Rated Dog Poop Bags,85099B,543461,1,24.78,24.78
2/8/2021 13:35,,Indoor Pet Camera,22502,543461,1,49.74,49.74
2/8/2021 14:15,16779,Sheba Perfect Portions Pat Wet Cat Food,22197,543464,2,10.2,5.1
2/8/2021 14:35,,Dog and Puppy Pads,85123A,543467,1,34.74,34.74
2/8/2021 14:35,,Earth Rated Dog Poop Bags,85099B,543467,1,24.78,24.78
2/8/2021 14:35,,Indoor Pet Camera,22502,543467,1,49.74,49.74
2/8/2021 14:35,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543467,1,24.78,24.78
2/8/2021 14:35,,Rechargeable Pet Nail Grinder,22960,543467,1,49.74,49.74
2/8/2021 14:35,,Sheba Perfect Portions Pat Wet Cat Food,22197,543467,3,29.34,9.78
2/8/2021 14:35,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543467,1,149.76,149.76
2/8/2021 14:35,,UltraSound Dog Barking Deterrent,22720,543467,1,64.74,64.74
2/8/2021 14:45,14562,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543468,1,29.7,29.7
2/8/2021 14:45,14562,Pet Grooming Brush,20725,543468,1,9.9,9.9
2/8/2021 14:45,14562,UltraSound Dog Barking Deterrent,22720,543468,1,29.7,29.7
2/8/2021 14:55,12709,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0,65.7
2/8/2021 15:09,14415,Dog and Puppy Pads,85123A,543474,1,17.7,17.7
2/8/2021 15:09,14415,Earth Rated Dog Poop Bags,85099B,543474,1,11.7,11.7
2/8/2021 15:09,14415,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543474,1,11.7,11.7
2/8/2021 15:09,14415,Pet Grooming Brush,20725,543474,1,9.9,9.9
2/8/2021 15:24,13050,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543476,1,76.5,76.5
2/8/2021 15:38,13798,Earth Rated Dog Poop Bags,85099B,543478,17,168.3,9.9
2/8/2021 15:48,13133,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543480,1,29.7,29.7
2/9/2021 9:10,18075,Pet Odor Eliminator,84879,543483,2,20.28,10.14
2/9/2021 10:11,12721,Earth Rated Dog Poop Bags,85099B,543484,2,23.4,11.7
2/9/2021 10:19,15843,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543485,1,76.5,76.5
2/9/2021 10:19,15843,UltraSound Dog Barking Deterrent,22720,543485,1,29.7,29.7
2/9/2021 10:24,13319,Pet Grooming Brush,20725,543486,2,19.8,9.9
2/9/2021 10:24,13319,Pet Odor Eliminator,84879,543486,2,20.28,10.14
2/9/2021 10:24,13319,ProBiotic Supplements for Dogs,79321,543486,1,34.5,34.5
2/9/2021 10:24,13319,Rechargeable Pet Nail Grinder,22960,543486,1,25.5,25.5
2/9/2021 10:24,13319,UltraSound Dog Barking Deterrent,22720,543486,1,29.7,29.7
2/9/2021 10:25,13319,Rechargeable Pet Nail Grinder,22960,543487,1,25.5,25.5
2/9/2021 10:41,12720,Sheba Perfect Portions Pat Wet Cat Food,22197,543492,2,10.2,5.1
2/9/2021 10:49,15039,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543507,2,23.4,11.7
2/9/2021 10:49,15039,Pet Grooming Brush,20725,543507,1,9.9,9.9
2/9/2021 11:21,12753,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,543518,17,382.5,22.5
2/9/2021 11:21,12753,Pet Grooming Brush,20725,543518,17,147.9,8.7
2/9/2021 11:43,15827,UltraSound Dog Barking Deterrent,22720,543520,1,29.7,29.7
2/9/2021 12:08,15970,Pet Grooming Brush,20725,543527,2,19.8,9.9
2/9/2021 12:16,18109,Dog and Puppy Pads,85123A,543529,1,17.7,17.7
2/9/2021 12:16,18109,NexGard Chew for Dogs,82484,543529,1,47.7,47.7
2/9/2021 12:46,,Earth Rated Dog Poop Bags,85099B,543530,1,24.78,24.78
2/9/2021 12:46,,Indoor Pet Camera,22502,543530,1,49.74,49.74
2/9/2021 12:46,,Pet Grooming Brush,20725,543530,1,24.78,24.78
2/9/2021 12:59,,Earth Rated Dog Poop Bags,85099B,543532,1,24.78,24.78
2/9/2021 12:59,,Indoor Pet Camera,22502,543532,1,49.74,49.74
2/9/2021 12:59,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543532,1,24.78,24.78
2/9/2021 12:59,,Pet Grooming Brush,20725,543532,1,29.76,29.76
2/9/2021 12:59,,Sheba Perfect Portions Pat Wet Cat Food,22197,543532,1,9.78,9.78
2/9/2021 13:00,,Earth Rated Dog Poop Bags,85099B,543533,1,24.78,24.78
2/9/2021 13:00,,Indoor Pet Camera,22502,543533,1,49.74,49.74
2/9/2021 13:00,,Pet Grooming Brush,20725,543533,1,29.76,29.76
2/9/2021 13:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,543533,1,9.78,9.78
2/9/2021 13:25,13590,Earth Rated Dog Poop Bags,85099B,543534,2,23.4,11.7
2/9/2021 13:41,,Earth Rated Dog Poop Bags,85099B,543536,1,11.7,11.7
2/9/2021 13:41,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,543536,1,11.7,11.7
2/9/2021 13:50,12401,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,543537,1,76.5,76.5
